"Country or Area","Year(s)","Variant","Value"
"Ethiopia","2017","Medium","104957.438"
"Ethiopia","2017","High","105213.365"
"Ethiopia","2017","Low","104680.856"
"Ethiopia","2017","Constant fertility","105537.824"
"Ethiopia","2017","Instant replacement","102710.220"
"Ethiopia","2017","Zero migration","104973.096"
"Ethiopia","2017","Constant mortality","104806.948"
"Ethiopia","2017","No change","105395.564"
"Ethiopia","2017","Momentum","102675.041"
"Faeroe Islands","2017","Medium","49.290"
"Faeroe Islands","2017","High","49.427"
"Faeroe Islands","2017","Low","49.232"
"Faeroe Islands","2017","Constant fertility","49.357"
"Faeroe Islands","2017","Instant replacement","49.149"
"Faeroe Islands","2017","Zero migration","49.329"
"Faeroe Islands","2017","Constant mortality","49.287"
"Faeroe Islands","2017","No change","49.315"
"Faeroe Islands","2017","Momentum","49.107"
"Falkland Islands (Malvinas)","2017","Medium","2.910"
"Falkland Islands (Malvinas)","2017","High","2.919"
"Falkland Islands (Malvinas)","2017","Low","2.902"
"Falkland Islands (Malvinas)","2017","Constant fertility","2.911"
"Falkland Islands (Malvinas)","2017","Instant replacement","2.916"
"Falkland Islands (Malvinas)","2017","Zero migration","2.910"
"Falkland Islands (Malvinas)","2017","Constant mortality","2.907"
"Falkland Islands (Malvinas)","2017","No change","2.908"
"Falkland Islands (Malvinas)","2017","Momentum","2.913"
"Fiji","2017","Medium","905.502"
"Fiji","2017","High","908.839"
"Fiji","2017","Low","903.675"
"Fiji","2017","Constant fertility","907.560"
"Fiji","2017","Instant replacement","901.412"
"Fiji","2017","Zero migration","914.508"
"Fiji","2017","Constant mortality","905.875"
"Fiji","2017","No change","907.173"
"Fiji","2017","Momentum","907.776"
"Finland","2017","Medium","5523.231"
"Finland","2017","High","5533.859"
"Finland","2017","Low","5508.695"
"Finland","2017","Constant fertility","5520.708"
"Finland","2017","Instant replacement","5538.162"
"Finland","2017","Zero migration","5492.740"
"Finland","2017","Constant mortality","5516.774"
"Finland","2017","No change","5516.175"
"Finland","2017","Momentum","5510.820"
"France","2017","Medium","64979.548"
"France","2017","High","65134.380"
"France","2017","Low","64841.206"
"France","2017","Constant fertility","64990.736"
"France","2017","Instant replacement","65036.186"
"France","2017","Zero migration","64823.769"
"France","2017","Constant mortality","64922.884"
"France","2017","No change","64925.600"
"France","2017","Momentum","64845.226"
"French Guiana","2017","Medium","282.731"
"French Guiana","2017","High","283.426"
"French Guiana","2017","Low","281.951"
"French Guiana","2017","Constant fertility","283.256"
"French Guiana","2017","Instant replacement","278.863"
"French Guiana","2017","Zero migration","280.175"
"French Guiana","2017","Constant mortality","282.571"
"French Guiana","2017","No change","283.143"
"French Guiana","2017","Momentum","276.768"
"French Polynesia","2017","Medium","283.007"
"French Polynesia","2017","High","285.012"
"French Polynesia","2017","Low","283.401"
"French Polynesia","2017","Constant fertility","284.458"
"French Polynesia","2017","Instant replacement","283.239"
"French Polynesia","2017","Zero migration","283.287"
"French Polynesia","2017","Constant mortality","284.048"
"French Polynesia","2017","No change","284.292"
"French Polynesia","2017","Momentum","282.940"
"Gabon","2017","Medium","2025.137"
"Gabon","2017","High","2024.621"
"Gabon","2017","Low","2013.556"
"Gabon","2017","Constant fertility","2026.194"
"Gabon","2017","Instant replacement","1989.107"
"Gabon","2017","Zero migration","2017.039"
"Gabon","2017","Constant mortality","2015.953"
"Gabon","2017","No change","2023.020"
"Gabon","2017","Momentum","1985.994"
"Gambia","2017","Medium","2100.568"
"Gambia","2017","High","2105.800"
"Gambia","2017","Low","2095.445"
"Gambia","2017","Constant fertility","2106.984"
"Gambia","2017","Instant replacement","2031.334"
"Gambia","2017","Zero migration","2105.806"
"Gambia","2017","Constant mortality","2098.810"
"Gambia","2017","No change","2105.164"
"Gambia","2017","Momentum","2034.857"
"Georgia","2017","Medium","3912.061"
"Georgia","2017","High","3942.821"
"Georgia","2017","Low","3922.437"
"Georgia","2017","Constant fertility","3934.077"
"Georgia","2017","Instant replacement","3917.859"
"Georgia","2017","Zero migration","3953.103"
"Georgia","2017","Constant mortality","3929.248"
"Georgia","2017","No change","3930.683"
"Georgia","2017","Momentum","3931.430"
"Germany","2017","Medium","82114.224"
"Germany","2017","High","82386.223"
"Germany","2017","Low","82021.324"
"Germany","2017","Constant fertility","82173.627"
"Germany","2017","Instant replacement","82589.823"
"Germany","2017","Zero migration","81284.058"
"Germany","2017","Constant mortality","82127.438"
"Germany","2017","No change","82097.153"
"Germany","2017","Momentum","81845.984"
"Ghana","2017","Medium","28833.629"
"Ghana","2017","High","28911.824"
"Ghana","2017","Low","28756.444"
"Ghana","2017","Constant fertility","28913.821"
"Ghana","2017","Instant replacement","28291.881"
"Ghana","2017","Zero migration","28875.490"
"Ghana","2017","Constant mortality","28806.268"
"Ghana","2017","No change","28885.605"
"Ghana","2017","Momentum","28313.739"
"Gibraltar","2017","Medium","34.571"
"Gibraltar","2017","High","34.658"
"Gibraltar","2017","Low","34.504"
"Gibraltar","2017","Constant fertility","34.581"
"Gibraltar","2017","Instant replacement","34.650"
"Gibraltar","2017","Zero migration","34.341"
"Gibraltar","2017","Constant mortality","34.553"
"Gibraltar","2017","No change","34.554"
"Gibraltar","2017","Momentum","34.444"
"Greece","2017","Medium","11159.773"
"Greece","2017","High","11207.467"
"Greece","2017","Low","11153.081"
"Greece","2017","Constant fertility","11183.080"
"Greece","2017","Instant replacement","11244.304"
"Greece","2017","Zero migration","11159.900"
"Greece","2017","Constant mortality","11171.611"
"Greece","2017","No change","11174.401"
"Greece","2017","Momentum","11219.044"
"Greenland","2017","Medium","56.480"
"Greenland","2017","High","56.638"
"Greenland","2017","Low","56.338"
"Greenland","2017","Constant fertility","56.552"
"Greenland","2017","Instant replacement","56.581"
"Greenland","2017","Zero migration","57.009"
"Greenland","2017","Constant mortality","56.457"
"Greenland","2017","No change","56.520"
"Greenland","2017","Momentum","56.918"
"Grenada","2017","Medium","107.825"
"Grenada","2017","High","108.226"
"Grenada","2017","Low","107.512"
"Grenada","2017","Constant fertility","107.991"
"Grenada","2017","Instant replacement","107.829"
"Grenada","2017","Zero migration","109.383"
"Grenada","2017","Constant mortality","107.818"
"Grenada","2017","No change","107.939"
"Grenada","2017","Momentum","108.997"
"Guadeloupe","2017","Medium","449.568"
"Guadeloupe","2017","High","450.513"
"Guadeloupe","2017","Low","448.594"
"Guadeloupe","2017","Constant fertility","449.846"
"Guadeloupe","2017","Instant replacement","450.097"
"Guadeloupe","2017","Zero migration","453.109"
"Guadeloupe","2017","Constant mortality","449.143"
"Guadeloupe","2017","No change","449.443"
"Guadeloupe","2017","Momentum","452.479"
"Guam","2017","Medium","164.229"
"Guam","2017","High","165.022"
"Guam","2017","Low","164.161"
"Guam","2017","Constant fertility","164.784"
"Guam","2017","Instant replacement","163.768"
"Guam","2017","Zero migration","165.628"
"Guam","2017","Constant mortality","164.494"
"Guam","2017","No change","164.675"
"Guam","2017","Momentum","164.517"
"Guatemala","2017","Medium","16913.503"
"Guatemala","2017","High","16962.685"
"Guatemala","2017","Low","16862.403"
"Guatemala","2017","Constant fertility","16968.865"
"Guatemala","2017","Instant replacement","16735.986"
"Guatemala","2017","Zero migration","16932.108"
"Guatemala","2017","Constant mortality","16902.726"
"Guatemala","2017","No change","16958.841"
"Guatemala","2017","Momentum","16745.760"
"Guinea","2017","Medium","12717.176"
"Guinea","2017","High","12759.583"
"Guinea","2017","Low","12696.683"
"Guinea","2017","Constant fertility","12774.727"
"Guinea","2017","Instant replacement","12378.743"
"Guinea","2017","Zero migration","12754.696"
"Guinea","2017","Constant mortality","12700.739"
"Guinea","2017","No change","12747.030"
"Guinea","2017","Momentum","12387.022"
"Guinea-Bissau","2017","Medium","1861.283"
"Guinea-Bissau","2017","High","1866.020"
"Guinea-Bissau","2017","Low","1856.375"
"Guinea-Bissau","2017","Constant fertility","1867.897"
"Guinea-Bissau","2017","Instant replacement","1816.292"
"Guinea-Bissau","2017","Zero migration","1865.315"
"Guinea-Bissau","2017","Constant mortality","1858.445"
"Guinea-Bissau","2017","No change","1865.108"
"Guinea-Bissau","2017","Momentum","1818.667"
"Guyana","2017","Medium","777.859"
"Guyana","2017","High","779.819"
"Guyana","2017","Low","775.252"
"Guyana","2017","Constant fertility","778.603"
"Guyana","2017","Instant replacement","774.642"
"Guyana","2017","Zero migration","788.183"
"Guyana","2017","Constant mortality","777.266"
"Guyana","2017","No change","778.329"
"Guyana","2017","Momentum","782.995"
"Haiti","2017","Medium","10981.229"
"Haiti","2017","High","11011.261"
"Haiti","2017","Low","10948.129"
"Haiti","2017","Constant fertility","11012.571"
"Haiti","2017","Instant replacement","10905.961"
"Haiti","2017","Zero migration","11052.584"
"Haiti","2017","Constant mortality","10970.552"
"Haiti","2017","No change","11003.260"
"Haiti","2017","Momentum","10960.936"
"High-income countries","2017","Medium","1191584.020"
"High-income countries","2017","High","1194730.250"
"High-income countries","2017","Low","1188942.366"
"High-income countries","2017","Constant fertility","1191712.309"
"High-income countries","2017","Instant replacement","1196117.898"
"High-income countries","2017","Zero migration","1185424.141"
"High-income countries","2017","Constant mortality","1190888.553"
"High-income countries","2017","No change","1190760.802"
"High-income countries","2017","Momentum","1190241.412"
"Holy See","2017","Medium",".792"
"Holy See","2017","High",".796"
"Holy See","2017","Low",".793"
"Holy See","2017","Constant fertility",".795"
"Holy See","2017","Instant replacement",".799"
"Holy See","2017","Zero migration",".772"
"Holy See","2017","Constant mortality",".790"
"Holy See","2017","No change",".790"
"Holy See","2017","Momentum",".780"
"Honduras","2017","Medium","9265.067"
"Honduras","2017","High","9293.854"
"Honduras","2017","Low","9236.661"
"Honduras","2017","Constant fertility","9291.264"
"Honduras","2017","Instant replacement","9229.703"
"Honduras","2017","Zero migration","9270.981"
"Honduras","2017","Constant mortality","9261.565"
"Honduras","2017","No change","9287.453"
"Honduras","2017","Momentum","9232.279"
"Hungary","2017","Medium","9721.559"
"Hungary","2017","High","9744.647"
"Hungary","2017","Low","9696.190"
"Hungary","2017","Constant fertility","9712.868"
"Hungary","2017","Instant replacement","9790.432"
"Hungary","2017","Zero migration","9708.149"
"Hungary","2017","Constant mortality","9711.142"
"Hungary","2017","No change","9703.568"
"Hungary","2017","Momentum","9771.954"
"Iceland","2017","Medium","335.025"
"Iceland","2017","High","336.373"
"Iceland","2017","Low","334.664"
"Iceland","2017","Constant fertility","335.749"
"Iceland","2017","Instant replacement","335.511"
"Iceland","2017","Zero migration","334.742"
"Iceland","2017","Constant mortality","335.277"
"Iceland","2017","No change","335.512"
"Iceland","2017","Momentum","334.667"
"India","2017","Medium","1339180.127"
"India","2017","High","1343040.635"
"India","2017","Low","1335363.213"
"India","2017","Constant fertility","1341106.728"
"India","2017","Instant replacement","1338213.073"
"India","2017","Zero migration","1340315.996"
"India","2017","Constant mortality","1338246.519"
"India","2017","No change","1340129.330"
"India","2017","Momentum","1338558.742"
"Indonesia","2017","Medium","263991.379"
"Indonesia","2017","High","264729.644"
"Indonesia","2017","Low","263191.991"
"Indonesia","2017","Constant fertility","264343.612"
"Indonesia","2017","Instant replacement","263357.130"
"Indonesia","2017","Zero migration","264330.382"
"Indonesia","2017","Constant mortality","263837.620"
"Indonesia","2017","No change","264217.637"
"Indonesia","2017","Momentum","263564.697"
"Iran (Islamic Republic of)","2017","Medium","81162.788"
"Iran (Islamic Republic of)","2017","High","81493.896"
"Iran (Islamic Republic of)","2017","Low","80880.811"
"Iran (Islamic Republic of)","2017","Constant fertility","81320.103"
"Iran (Islamic Republic of)","2017","Instant replacement","81735.710"
"Iran (Islamic Republic of)","2017","Zero migration","81315.199"
"Iran (Islamic Republic of)","2017","Constant mortality","81138.080"
"Iran (Islamic Republic of)","2017","No change","81270.116"
"Iran (Islamic Republic of)","2017","Momentum","81797.656"
"Iraq","2017","Medium","38274.618"
"Iraq","2017","High","38340.706"
"Iraq","2017","Low","38140.961"
"Iraq","2017","Constant fertility","38331.553"
"Iraq","2017","Instant replacement","37321.548"
"Iraq","2017","Zero migration","38208.475"
"Iraq","2017","Constant mortality","38221.661"
"Iraq","2017","No change","38311.779"
"Iraq","2017","Momentum","37295.157"
"Ireland","2017","Medium","4761.657"
"Ireland","2017","High","4789.630"
"Ireland","2017","Low","4763.237"
"Ireland","2017","Constant fertility","4777.592"
"Ireland","2017","Instant replacement","4766.541"
"Ireland","2017","Zero migration","4771.982"
"Ireland","2017","Constant mortality","4774.483"
"Ireland","2017","No change","4775.626"
"Ireland","2017","Momentum","4758.555"
"Isle of Man","2017","Medium","84.287"
"Isle of Man","2017","High","84.472"
"Isle of Man","2017","Low","84.106"
"Isle of Man","2017","Constant fertility","84.282"
"Isle of Man","2017","Instant replacement","84.501"
"Isle of Man","2017","Zero migration","83.336"
"Isle of Man","2017","Constant mortality","84.222"
"Isle of Man","2017","No change","84.220"
"Isle of Man","2017","Momentum","83.697"
"Israel","2017","Medium","8321.570"
"Israel","2017","High","8347.924"
"Israel","2017","Low","8305.978"
"Israel","2017","Constant fertility","8337.093"
"Israel","2017","Instant replacement","8244.252"
"Israel","2017","Zero migration","8306.150"
"Israel","2017","Constant mortality","8322.545"
"Israel","2017","No change","8332.643"
"Israel","2017","Momentum","8223.822"
"Italy","2017","Medium","59359.900"
"Italy","2017","High","59509.193"
"Italy","2017","Low","59252.184"
"Italy","2017","Constant fertility","59342.816"
"Italy","2017","Instant replacement","59667.573"
"Italy","2017","Zero migration","59242.216"
"Italy","2017","Constant mortality","59304.386"
"Italy","2017","No change","59266.368"
"Italy","2017","Momentum","59484.488"
"Jamaica","2017","Medium","2890.299"
"Jamaica","2017","High","2899.564"
"Jamaica","2017","Low","2881.855"
"Jamaica","2017","Constant fertility","2893.862"
"Jamaica","2017","Instant replacement","2894.365"
"Jamaica","2017","Zero migration","2929.215"
"Jamaica","2017","Constant mortality","2889.504"
"Jamaica","2017","No change","2892.637"
"Jamaica","2017","Momentum","2924.768"
"Japan","2017","Medium","127484.450"
"Japan","2017","High","127755.791"
"Japan","2017","Low","127203.196"
"Japan","2017","Constant fertility","127389.048"
"Japan","2017","Instant replacement","128156.555"
"Japan","2017","Zero migration","127377.538"
"Japan","2017","Constant mortality","127360.702"
"Japan","2017","No change","127270.002"
"Japan","2017","Momentum","127962.410"
"Jordan","2017","Medium","9702.353"
"Jordan","2017","High","9743.819"
"Jordan","2017","Low","9690.309"
"Jordan","2017","Constant fertility","9751.346"
"Jordan","2017","Instant replacement","9562.193"
"Jordan","2017","Zero migration","9580.872"
"Jordan","2017","Constant mortality","9714.191"
"Jordan","2017","No change","9748.390"
"Jordan","2017","Momentum","9521.919"
"Kazakhstan","2017","Medium","18204.499"
"Kazakhstan","2017","High","18243.191"
"Kazakhstan","2017","Low","18132.744"
"Kazakhstan","2017","Constant fertility","18221.336"
"Kazakhstan","2017","Instant replacement","18096.825"
"Kazakhstan","2017","Zero migration","18188.086"
"Kazakhstan","2017","Constant mortality","18176.193"
"Kazakhstan","2017","No change","18209.390"
"Kazakhstan","2017","Momentum","18087.847"
"Kenya","2017","Medium","49699.862"
"Kenya","2017","High","49841.670"
"Kenya","2017","Low","49565.267"
"Kenya","2017","Constant fertility","49863.531"
"Kenya","2017","Instant replacement","48708.733"
"Kenya","2017","Zero migration","49724.696"
"Kenya","2017","Constant mortality","49643.914"
"Kenya","2017","No change","49803.122"
"Kenya","2017","Momentum","48697.264"
"Kiribati","2017","Medium","116.398"
"Kiribati","2017","High","116.708"
"Kiribati","2017","Low","116.082"
"Kiribati","2017","Constant fertility","116.661"
"Kiribati","2017","Instant replacement","114.488"
"Kiribati","2017","Zero migration","117.291"
"Kiribati","2017","Constant mortality","116.326"
"Kiribati","2017","No change","116.589"
"Kiribati","2017","Momentum","115.165"
"Kuwait","2017","Medium","4136.528"
"Kuwait","2017","High","4105.881"
"Kuwait","2017","Low","4080.181"
"Kuwait","2017","Constant fertility","4096.828"
"Kuwait","2017","Instant replacement","4141.759"
"Kuwait","2017","Zero migration","4045.037"
"Kuwait","2017","Constant mortality","4092.151"
"Kuwait","2017","No change","4095.905"
"Kuwait","2017","Momentum","4103.573"
"Kyrgyzstan","2017","Medium","6045.117"
"Kyrgyzstan","2017","High","6067.457"
"Kyrgyzstan","2017","Low","6029.854"
"Kyrgyzstan","2017","Constant fertility","6065.307"
"Kyrgyzstan","2017","Instant replacement","5981.152"
"Kyrgyzstan","2017","Zero migration","6090.643"
"Kyrgyzstan","2017","Constant mortality","6045.968"
"Kyrgyzstan","2017","No change","6062.544"
"Kyrgyzstan","2017","Momentum","6012.957"
"Laos","2017","Medium","6858.160"
"Laos","2017","High","6888.967"
"Laos","2017","Low","6846.733"
"Laos","2017","Constant fertility","6890.821"
"Laos","2017","Instant replacement","6816.840"
"Laos","2017","Zero migration","6898.603"
"Laos","2017","Constant mortality","6861.195"
"Laos","2017","No change","6884.045"
"Laos","2017","Momentum","6838.790"
"Latvia","2017","Medium","1949.670"
"Latvia","2017","High","1954.511"
"Latvia","2017","Low","1944.657"
"Latvia","2017","Constant fertility","1948.282"
"Latvia","2017","Instant replacement","1960.055"
"Latvia","2017","Zero migration","1973.922"
"Latvia","2017","Constant mortality","1947.707"
"Latvia","2017","No change","1946.397"
"Latvia","2017","Momentum","1976.361"
"Lebanon","2017","Medium","6082.357"
"Lebanon","2017","High","6067.541"
"Lebanon","2017","Low","6028.995"
"Lebanon","2017","Constant fertility","6049.685"
"Lebanon","2017","Instant replacement","6114.467"
"Lebanon","2017","Zero migration","5978.614"
"Lebanon","2017","Constant mortality","6045.427"
"Lebanon","2017","No change","6046.806"
"Lebanon","2017","Momentum","6124.654"
"Lesotho","2017","Medium","2233.339"
"Lesotho","2017","High","2241.127"
"Lesotho","2017","Low","2227.260"
"Lesotho","2017","Constant fertility","2239.871"
"Lesotho","2017","Instant replacement","2211.880"
"Lesotho","2017","Zero migration","2242.400"
"Lesotho","2017","Constant mortality","2229.660"
"Lesotho","2017","No change","2235.299"
"Lesotho","2017","Momentum","2216.474"
"Liberia","2017","Medium","4731.906"
"Liberia","2017","High","4745.652"
"Liberia","2017","Low","4721.838"
"Liberia","2017","Constant fertility","4747.973"
"Liberia","2017","Instant replacement","4614.759"
"Liberia","2017","Zero migration","4744.078"
"Liberia","2017","Constant mortality","4725.751"
"Liberia","2017","No change","4739.880"
"Liberia","2017","Momentum","4619.787"
"Libya","2017","Medium","6374.616"
"Libya","2017","High","6432.683"
"Libya","2017","Low","6392.402"
"Libya","2017","Constant fertility","6427.408"
"Libya","2017","Instant replacement","6366.558"
"Libya","2017","Zero migration","6416.640"
"Libya","2017","Constant mortality","6410.272"
"Libya","2017","No change","6425.082"
"Libya","2017","Momentum","6368.365"
"Liechtenstein","2017","Medium","37.922"
"Liechtenstein","2017","High","37.979"
"Liechtenstein","2017","Low","37.812"
"Liechtenstein","2017","Constant fertility","37.876"
"Liechtenstein","2017","Instant replacement","38.102"
"Liechtenstein","2017","Zero migration","37.570"
"Liechtenstein","2017","Constant mortality","37.861"
"Liechtenstein","2017","No change","37.850"
"Liechtenstein","2017","Momentum","37.803"
"Lithuania","2017","Medium","2890.297"
"Lithuania","2017","High","2903.396"
"Lithuania","2017","Low","2889.740"
"Lithuania","2017","Constant fertility","2895.219"
"Lithuania","2017","Instant replacement","2902.730"
"Lithuania","2017","Zero migration","2909.791"
"Lithuania","2017","Constant mortality","2894.007"
"Lithuania","2017","No change","2892.654"
"Lithuania","2017","Momentum","2909.606"
"Luxembourg","2017","Medium","583.455"
"Luxembourg","2017","High","582.848"
"Luxembourg","2017","Low","579.737"
"Luxembourg","2017","Constant fertility","580.922"
"Luxembourg","2017","Instant replacement","586.594"
"Luxembourg","2017","Zero migration","571.326"
"Luxembourg","2017","Constant mortality","580.837"
"Luxembourg","2017","No change","580.463"
"Luxembourg","2017","Momentum","577.880"
"Madagascar","2017","Medium","25570.895"
"Madagascar","2017","High","25636.673"
"Madagascar","2017","Low","25499.960"
"Madagascar","2017","Constant fertility","25638.920"
"Madagascar","2017","Instant replacement","24968.391"
"Madagascar","2017","Zero migration","25571.715"
"Madagascar","2017","Constant mortality","25538.704"
"Madagascar","2017","No change","25609.053"
"Madagascar","2017","Momentum","24958.652"
"Malawi","2017","Medium","18622.104"
"Malawi","2017","High","18673.371"
"Malawi","2017","Low","18575.621"
"Malawi","2017","Constant fertility","18685.346"
"Malawi","2017","Instant replacement","18115.526"
"Malawi","2017","Zero migration","18647.895"
"Malawi","2017","Constant mortality","18584.392"
"Malawi","2017","No change","18644.829"
"Malawi","2017","Momentum","18116.403"
"Malaysia","2017","Medium","31624.264"
"Malaysia","2017","High","31670.168"
"Malaysia","2017","Low","31481.404"
"Malaysia","2017","Constant fertility","31612.751"
"Malaysia","2017","Instant replacement","31651.579"
"Malaysia","2017","Zero migration","31472.698"
"Malaysia","2017","Constant mortality","31562.583"
"Malaysia","2017","No change","31599.416"
"Malaysia","2017","Momentum","31556.982"
"Maldives","2017","Medium","436.330"
"Maldives","2017","High","437.254"
"Maldives","2017","Low","434.475"
"Maldives","2017","Constant fertility","436.797"
"Maldives","2017","Instant replacement","436.603"
"Maldives","2017","Zero migration","431.181"
"Maldives","2017","Constant mortality","435.582"
"Maldives","2017","No change","436.512"
"Maldives","2017","Momentum","432.938"
"Mali","2017","Medium","18541.980"
"Mali","2017","High","18594.442"
"Mali","2017","Low","18509.229"
"Mali","2017","Constant fertility","18614.890"
"Mali","2017","Instant replacement","17876.189"
"Mali","2017","Zero migration","18636.047"
"Mali","2017","Constant mortality","18515.332"
"Mali","2017","No change","18578.509"
"Mali","2017","Momentum","17930.613"
"Malta","2017","Medium","430.835"
"Malta","2017","High","431.464"
"Malta","2017","Low","429.285"
"Malta","2017","Constant fertility","430.120"
"Malta","2017","Instant replacement","433.648"
"Malta","2017","Zero migration","428.539"
"Malta","2017","Constant mortality","429.994"
"Malta","2017","No change","429.743"
"Malta","2017","Momentum","431.769"
"Marshall Islands","2017","Medium","53.127"
"Marshall Islands","2017","High","53.306"
"Marshall Islands","2017","Low","53.046"
"Marshall Islands","2017","Constant fertility","53.361"
"Marshall Islands","2017","Instant replacement","52.314"
"Marshall Islands","2017","Zero migration","54.995"
"Marshall Islands","2017","Constant mortality","53.150"
"Marshall Islands","2017","No change","53.330"
"Marshall Islands","2017","Momentum","53.674"
"Martinique","2017","Medium","384.896"
"Martinique","2017","High","386.611"
"Martinique","2017","Low","384.861"
"Martinique","2017","Constant fertility","385.950"
"Martinique","2017","Instant replacement","385.533"
"Martinique","2017","Zero migration","388.001"
"Martinique","2017","Constant mortality","385.324"
"Martinique","2017","No change","385.541"
"Martinique","2017","Momentum","386.843"
"Mauritania","2017","Medium","4420.184"
"Mauritania","2017","High","4429.670"
"Mauritania","2017","Low","4408.228"
"Mauritania","2017","Constant fertility","4430.934"
"Mauritania","2017","Instant replacement","4312.056"
"Mauritania","2017","Zero migration","4407.585"
"Mauritania","2017","Constant mortality","4416.681"
"Mauritania","2017","No change","4428.625"
"Mauritania","2017","Momentum","4302.645"
"Mauritius","2017","Medium","1265.138"
"Mauritius","2017","High","1269.401"
"Mauritius","2017","Low","1262.520"
"Mauritius","2017","Constant fertility","1266.769"
"Mauritius","2017","Instant replacement","1274.605"
"Mauritius","2017","Zero migration","1265.967"
"Mauritius","2017","Constant mortality","1265.212"
"Mauritius","2017","No change","1266.014"
"Mauritius","2017","Momentum","1273.945"
"Mayotte","2017","Medium","253.045"
"Mayotte","2017","High","253.850"
"Mayotte","2017","Low","252.474"
"Mayotte","2017","Constant fertility","254.143"
"Mayotte","2017","Instant replacement","247.833"
"Mayotte","2017","Zero migration","253.156"
"Mayotte","2017","Constant mortality","253.087"
"Mayotte","2017","No change","254.067"
"Mayotte","2017","Momentum","247.767"
"Melanesia","2017","Medium","10320.506"
"Melanesia","2017","High","10347.985"
"Melanesia","2017","Low","10294.074"
"Melanesia","2017","Constant fertility","10345.082"
"Melanesia","2017","Instant replacement","10173.893"
"Melanesia","2017","Zero migration","10332.194"
"Melanesia","2017","Constant mortality","10316.072"
"Melanesia","2017","No change","10340.021"
"Melanesia","2017","Momentum","10180.399"
"Mexico","2017","Medium","129163.276"
"Mexico","2017","High","129544.911"
"Mexico","2017","Low","128769.088"
"Mexico","2017","Constant fertility","129379.499"
"Mexico","2017","Instant replacement","129071.133"
"Mexico","2017","Zero migration","129285.627"
"Mexico","2017","Constant mortality","129104.333"
"Mexico","2017","No change","129325.534"
"Mexico","2017","Momentum","129132.150"
"Micronesia","2017","Medium","527.530"
"Micronesia","2017","High","529.005"
"Micronesia","2017","Low","526.328"
"Micronesia","2017","Constant fertility","528.649"
"Micronesia","2017","Instant replacement","523.574"
"Micronesia","2017","Zero migration","534.454"
"Micronesia","2017","Constant mortality","527.384"
"Micronesia","2017","No change","528.352"
"Micronesia","2017","Momentum","528.640"
"Micronesia (Fed. States of)","2017","Medium","105.544"
"Micronesia (Fed. States of)","2017","High","105.840"
"Micronesia (Fed. States of)","2017","Low","105.286"
"Micronesia (Fed. States of)","2017","Constant fertility","105.853"
"Micronesia (Fed. States of)","2017","Instant replacement","104.407"
"Micronesia (Fed. States of)","2017","Zero migration","108.194"
"Micronesia (Fed. States of)","2017","Constant mortality","105.529"
"Micronesia (Fed. States of)","2017","No change","105.821"
"Micronesia (Fed. States of)","2017","Momentum","106.441"
"Monaco","2017","Medium","38.695"
"Monaco","2017","High","38.780"
"Monaco","2017","Low","38.641"
"Monaco","2017","Constant fertility","38.728"
"Monaco","2017","Instant replacement","38.630"
"Monaco","2017","Zero migration","38.298"
"Monaco","2017","Constant mortality","38.675"
"Monaco","2017","No change","38.693"
"Monaco","2017","Momentum","38.265"
"Mongolia","2017","Medium","3075.647"
"Mongolia","2017","High","3084.642"
"Mongolia","2017","Low","3065.124"
"Mongolia","2017","Constant fertility","3082.528"
"Mongolia","2017","Instant replacement","3051.701"
"Mongolia","2017","Zero migration","3081.245"
"Mongolia","2017","Constant mortality","3073.131"
"Mongolia","2017","No change","3080.744"
"Mongolia","2017","Momentum","3055.683"
"Montenegro","2017","Medium","628.960"
"Montenegro","2017","High","630.617"
"Montenegro","2017","Low","627.373"
"Montenegro","2017","Constant fertility","629.352"
"Montenegro","2017","Instant replacement","631.818"
"Montenegro","2017","Zero migration","629.982"
"Montenegro","2017","Constant mortality","628.360"
"Montenegro","2017","No change","628.720"
"Montenegro","2017","Momentum","632.054"
"Montserrat","2017","Medium","5.177"
"Montserrat","2017","High","5.192"
"Montserrat","2017","Low","5.162"
"Montserrat","2017","Constant fertility","5.180"
"Montserrat","2017","Instant replacement","5.177"
"Montserrat","2017","Zero migration","5.197"
"Montserrat","2017","Constant mortality","5.169"
"Montserrat","2017","No change","5.174"
"Montserrat","2017","Momentum","5.185"
"More developed regions","2017","Medium","1259922.493"
"More developed regions","2017","High","1263203.871"
"More developed regions","2017","Low","1257051.746"
"More developed regions","2017","Constant fertility","1259807.489"
"More developed regions","2017","Instant replacement","1264953.946"
"More developed regions","2017","Zero migration","1254983.416"
"More developed regions","2017","Constant mortality","1259041.010"
"More developed regions","2017","No change","1258716.513"
"More developed regions","2017","Momentum","1259886.147"
"Morocco","2017","Medium","35739.580"
"Morocco","2017","High","35840.413"
"Morocco","2017","Low","35633.859"
"Morocco","2017","Constant fertility","35806.844"
"Morocco","2017","Instant replacement","35602.977"
"Morocco","2017","Zero migration","35843.257"
"Morocco","2017","Constant mortality","35711.947"
"Morocco","2017","No change","35781.249"
"Morocco","2017","Momentum","35672.428"
"Mozambique","2017","Medium","29668.834"
"Mozambique","2017","High","29743.786"
"Mozambique","2017","Low","29598.676"
"Mozambique","2017","Constant fertility","29759.603"
"Mozambique","2017","Instant replacement","28768.500"
"Mozambique","2017","Zero migration","29681.658"
"Mozambique","2017","Constant mortality","29603.493"
"Mozambique","2017","No change","29692.038"
